,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
25540,21730,14,0,2,1,17,4,4,4,4,3,3,13067,13087,13208,13399,13228,13089,2187,2103,1856,553,1370,3216,1
25541,21735,2,0,3,2,28,3,4,4,1,2,2,7224,6865,37,6332,6370,362,0,0,5795,314,0,0,1
25542,21737,26,0,2,2,11,1,1,1,1,1,1,1047,1087,1090,1080,1107,1191,846,836,1047,1120,1116,1099,1
25543,21738,5,0,1,1,16,2,2,2,2,2,2,10416,10551,10869,11299,8676,7710,1619,1773,1236,933,929,913,1
25544,21741,3,0,2,1,17,3,4,2,2,2,3,8201,7978,8145,8635,8998,8743,0,1043,1259,1827,0,1760,1
25545,21755,5,0,3,2,18,2,2,2,2,2,2,10677,10810,11046,11460,11434,11283,1619,1592,1769,1469,1755,1760,1
25546,21757,7,0,2,2,18,2,2,2,2,2,2,17539,13103,11067,10270,10236,9952,3088,1592,1328,1122,1370,1358,1
25547,21759,5,0,3,1,18,2,2,0,0,0,0,12820,302,316,317,335,362,0,0,0,0,0,0,1
25548,21760,3,0,2,1,14,2,2,2,4,2,2,4090,4383,5118,5032,5192,5447,1120,2736,0,933,1370,0,1
25549,21769,14,0,1,3,20,2,2,2,2,2,2,17864,17752,17742,17630,17088,13897,3483,3501,3008,2144,2425,2235,1
25550,21770,32,0,2,2,15,4,2,2,4,2,2,20349,20026,19782,19314,18809,18439,5496,6039,1342,4510,4532,4447,1
25551,21772,5,0,3,1,28,2,2,2,2,0,0,6792,4235,4428,317,335,362,846,645,0,0,0,0,1
25552,21773,5,0,2,2,17,2,2,2,2,2,2,12970,11755,12152,12386,6709,6802,1402,1599,1626,604,641,913,1
25553,21777,2,0,3,2,11,3,4,2,2,2,2,7489,6569,6882,7338,6710,6796,0,1319,1144,604,615,686,1
25554,21780,2,0,2,1,25,5,4,4,4,2,2,3731,3528,4752,3996,3291,3532,0,3302,0,933,1755,2417,1
25555,21787,8,0,2,2,11,2,2,2,2,2,2,15160,15250,15326,15065,10907,11011,3359,3550,3593,1783,2983,1358,1
25556,21790,15,0,2,2,14,2,2,2,1,1,1,2620,3925,5146,827,1050,1312,3088,3593,706,1030,1277,2884,1
25557,21791,13,0,2,1,23,3,4,4,4,3,3,2976,2821,3709,3392,12042,11797,0,2375,0,5625,0,709,1
25558,21796,28,0,1,2,10,4,2,2,1,2,2,20321,19985,316,18718,18354,18026,4433,0,6440,3858,3817,3538,1
25559,21798,22,0,2,2,10,3,4,2,2,2,2,19914,19469,18799,18323,15126,7709,0,4285,4246,3067,1026,0,1
25560,21800,16,0,1,1,20,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,1
25561,21803,2,0,2,1,13,2,2,2,2,2,3,4518,4679,4956,5240,5440,5344,829,1134,1344,1172,0,818,1
25562,21812,6,0,1,2,15,1,4,4,1,1,0,770,552,50,529,309,211,0,0,3842,0,0,0,1
25563,21818,10,0,2,1,25,3,4,4,2,2,2,7915,8044,7957,8488,8597,8581,1619,0,1769,1122,1026,1101,1
25564,21836,14,0,2,2,20,2,2,2,2,2,2,18414,18161,17954,8784,3508,14824,5147,5058,3593,3841,5735,2417,1
25565,21837,24,0,2,1,20,2,2,2,2,2,2,20073,19778,19513,19100,18367,18054,4768,4812,5032,4127,4085,4067,1
25566,21838,19,0,1,2,13,4,4,4,4,2,2,18690,18677,18613,18305,17957,17811,5729,4652,0,3885,4912,0,1
25567,21840,21,0,1,2,20,1,1,1,1,1,1,466,505,514,505,527,563,233,214,273,295,284,284,1
25568,21842,5,0,2,1,15,2,2,2,2,2,2,11859,12037,12449,12564,4441,4492,1619,1773,1000,456,450,330,1
25569,21851,22,0,1,2,12,0,0,0,0,0,0,1026,1993,407,2997,853,1892,2342,112,3945,737,2156,2994,1
25570,21853,2,0,3,2,27,2,2,4,4,2,2,5511,6129,6347,6248,6320,6341,2507,1203,0,704,569,637,1
25571,21858,27,0,1,1,16,2,2,2,2,2,2,19147,18724,18652,18497,16264,11718,4407,4626,4750,3336,1844,5611,1
25572,21862,26,0,1,2,10,1,1,1,1,1,1,580,302,865,317,497,667,0,549,0,255,415,0,1
25573,21864,2,0,3,2,25,4,5,4,4,3,3,4443,4212,4435,4334,4656,4746,0,837,0,933,542,0,1
25574,21875,5,0,1,2,10,5,4,4,5,4,4,947,997,999,982,1021,1100,0,0,0,0,0,0,1
25575,21878,5,0,2,1,14,3,4,2,2,2,1,11975,11635,11825,7841,364,9659,0,1644,1606,0,5433,1101,1
25576,21884,23,0,1,1,20,3,1,1,1,1,1,273,1259,1604,1700,1858,362,1126,1723,2217,2221,0,0,1
25577,21887,35,0,2,1,13,1,2,2,2,2,2,20513,20110,19671,19263,18780,18436,5562,5431,4986,4635,4591,4529,1
25578,21894,7,0,1,2,11,3,4,4,4,3,3,14254,14279,14393,14561,14433,14120,2402,2375,2511,2459,0,4321,1
25579,21895,10,0,2,1,8,1,1,1,0,0,0,1049,1610,316,317,335,362,1714,0,0,0,0,3121,1
25580,21897,6,0,2,1,24,2,2,2,2,2,2,13652,13640,12472,12912,7176,6569,1946,1829,2511,1378,929,1358,1
25581,21899,8,0,2,1,24,4,4,4,4,3,2,10128,10608,10637,11354,11247,11274,3359,0,2812,0,1755,2417,1
25582,21901,11,0,2,1,17,4,4,4,4,2,2,16757,14428,14332,14394,17237,14191,2039,2022,2154,2144,2428,2417,1
25583,21902,31,0,2,2,25,4,2,2,2,2,2,16706,16630,16608,16622,16380,16496,3622,3024,2933,2843,4876,0,1
25584,21904,20,0,3,2,7,3,1,1,0,1,1,273,1269,316,317,990,1067,1143,0,0,933,929,0,1
25585,21915,19,0,1,2,15,3,4,4,4,3,3,16863,16789,16800,16741,16468,16306,3843,3669,3393,3164,3130,3150,1
25586,21922,3,0,1,2,10,1,1,2,2,1,1,3448,2600,2008,2582,3002,2303,3313,2375,2520,3766,2777,5321,1
25587,21924,6,0,2,2,19,2,2,2,2,2,2,13442,12983,13101,13309,9082,9018,1619,2025,2169,933,1026,1006,1
25588,21927,8,0,1,1,26,1,1,1,1,1,1,1542,1721,3001,1340,2080,2655,1916,3850,1494,2529,3248,3651,1
25589,21932,22,0,2,1,14,2,2,2,2,2,2,19764,19506,19347,18914,15908,15266,4716,5118,3965,2459,2425,3385,1
25590,21938,5,0,1,2,23,2,2,2,2,2,2,13109,12794,12601,12590,12150,12494,2402,1529,1420,1404,4906,1416,1
25591,21940,7,0,2,1,10,2,2,2,2,2,2,13785,13761,13923,17279,14026,7559,3756,2736,1903,4283,500,913,1
25592,21947,21,0,2,1,24,2,2,2,2,2,2,13225,13245,13425,13680,13656,13561,1466,1501,1723,1754,1768,4423,1
25593,21955,21,0,2,2,20,2,2,2,4,2,2,17312,15770,16190,16034,15920,15786,3592,5058,0,3441,2983,3385,1
25594,21956,9,0,2,1,16,3,4,4,2,2,0,13822,13826,13704,13884,527,680,2402,0,2511,295,428,421,1
25595,21959,22,0,1,2,13,0,0,0,0,0,0,526,569,582,569,593,631,299,549,355,380,370,369,1
25596,21960,2,0,2,2,22,2,2,4,2,2,2,5578,5845,5868,6240,6360,6441,1447,645,1124,567,578,2010,1
25597,21962,3,0,2,2,14,4,4,0,0,0,0,2266,177,100,77,72,99,0,0,0,0,1469,818,1
25598,21964,5,1,3,1,26,3,4,2,2,2,2,12627,12153,12571,12831,1918,206,0,1996,2017,52,0,5458,1
25599,21966,13,1,1,2,12,4,4,0,0,0,0,926,302,316,317,335,362,0,0,0,0,0,0,1
25600,21969,5,0,1,2,13,4,2,2,2,2,2,5552,5446,3706,2611,2948,2961,1173,1596,857,941,1283,540,1
25601,21970,14,0,2,2,15,2,2,2,2,2,2,13448,13521,13756,13904,13901,14068,2039,2375,2017,2459,3998,0,1
25602,21971,11,0,2,2,13,2,2,2,2,2,3,16978,16900,16871,16776,16456,16160,3843,3541,3300,4919,0,3192,1
25603,21979,9,0,1,1,17,4,2,2,2,2,2,15935,15736,15644,15755,14125,14017,2488,2736,3240,2095,2202,2417,1
25604,21985,5,0,1,1,28,3,4,2,2,2,2,8811,8522,8802,9414,9550,10076,0,1380,2788,1030,2228,0,1
25605,21990,3,0,3,2,12,2,2,2,2,2,2,9493,9381,9625,9786,10066,9238,2412,2375,2511,2459,1011,0,1
25606,21992,2,0,2,1,19,3,4,2,2,2,3,4046,4143,4468,4689,4940,4855,660,1129,1030,933,0,913,1
25607,21996,2,0,2,1,22,4,2,2,4,2,2,5080,5097,5640,5589,6207,6538,947,2239,0,2144,1370,0,1
25608,22002,3,0,1,1,14,3,4,4,4,1,2,7024,7017,7445,5916,8347,7697,660,1606,6,5437,740,1751,1
25609,22005,15,0,3,2,21,0,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,1
25610,22016,16,0,2,1,12,2,2,4,4,2,2,15529,15508,15566,15457,15290,15168,3088,3024,0,3011,2983,2970,1
25611,22022,21,0,2,1,16,3,1,1,1,1,1,273,736,513,504,526,562,450,213,272,294,283,283,1
25612,22025,5,0,3,1,17,4,2,2,4,3,2,10399,10079,10553,10608,10277,9665,1619,2709,864,8,1757,1787,1
25613,22027,7,0,2,2,19,4,4,4,2,2,2,14431,14520,14353,14418,12479,9086,2772,0,1864,1378,2879,0,1
25614,22029,5,0,2,3,20,2,2,2,2,2,2,12830,12862,10993,15311,11470,11131,1336,1300,1464,1336,1331,1329,1
25615,22033,22,0,1,2,14,3,4,2,2,3,3,19443,19083,18925,18862,18466,18125,0,4220,5510,4117,1755,4948,1
25616,22034,3,0,2,2,14,1,4,4,1,1,0,770,552,316,805,335,362,0,0,671,0,0,0,1
25617,22039,5,0,2,1,23,4,4,2,2,4,3,17767,17443,17457,17743,17275,16945,0,4114,5512,0,0,4487,1
25618,22040,8,0,2,1,18,4,2,2,2,2,2,13646,13675,13824,13999,13883,13794,2257,2375,2451,2144,2425,3495,1
25619,22041,4,0,1,2,14,3,4,4,4,3,4,4939,4661,7389,7737,8032,7844,0,5058,857,1783,0,0,1
25620,22046,20,0,1,2,21,2,2,2,2,2,2,18857,18627,18585,18429,18064,17910,4041,4652,4582,3994,4935,0,1
25621,22051,12,0,1,1,23,3,4,4,4,3,3,14905,14904,14771,15180,14803,14912,2402,0,4100,0,3783,0,1
25622,22053,8,0,1,2,14,3,1,4,1,1,1,273,2498,2160,2747,956,52,3168,0,3611,0,0,4200,1
25623,22062,24,0,1,2,25,3,4,1,1,1,1,16717,16103,2909,3870,2634,2907,333,3904,4704,3311,3556,5346,1
25624,22063,24,0,1,1,22,2,2,2,2,2,2,19905,19637,19445,18981,18104,17827,4664,4734,4404,3912,3959,3820,1
25625,22077,6,0,2,1,10,2,1,1,0,0,0,7823,364,316,317,335,362,96,0,0,0,0,0,1
25626,22078,5,0,3,1,10,2,1,1,1,1,1,1217,552,561,552,335,901,281,262,331,0,721,0,1
25627,22085,12,0,2,1,16,4,4,2,2,2,2,11515,11367,11655,12145,12272,12649,0,1687,1856,1783,3041,2417,1
25628,22094,2,0,2,1,15,4,4,4,2,2,2,4538,5147,4976,5180,5262,5324,2402,0,1061,426,435,818,1
25629,22101,36,0,1,2,9,4,4,1,4,2,2,799,302,1450,1104,883,631,0,1454,0,0,0,757,1
25630,22110,12,0,1,2,9,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,1
25631,22116,5,0,2,2,14,2,2,2,2,2,2,12483,11653,12071,12561,8781,8704,6178,1773,1899,933,929,913,1
25632,22117,21,0,2,2,26,0,0,0,0,0,0,176,213,235,2,253,2090,0,0,3860,5839,5279,5373,1
25633,22122,34,0,2,1,17,2,2,2,2,2,2,19246,18941,18712,18083,17787,17512,4716,3985,3878,3841,3783,3770,1
25634,22124,10,0,2,1,20,1,1,1,1,2,2,303,938,2035,3213,3250,362,634,2448,4181,116,0,0,1
25635,22126,9,0,2,2,14,1,1,5,4,1,1,874,2037,1477,910,483,172,2410,136,0,239,0,2602,1
25636,22131,17,0,1,1,16,2,2,2,2,2,2,19389,18888,18838,18378,17884,17671,4244,4873,4333,2749,4067,3385,1
25637,22134,7,0,2,1,15,4,4,4,4,3,3,9576,9358,9974,10290,10650,10569,0,2675,0,2459,1370,1358,1
25638,22137,2,0,1,2,9,1,1,5,4,2,2,463,8218,7819,7942,7711,7558,6238,0,0,933,740,913,1
25639,22144,11,0,2,1,21,2,2,2,2,2,1,17013,16779,16739,14710,12828,13462,3216,3213,1482,1093,5692,3385,1
25640,22155,9,0,1,2,11,4,2,2,2,2,2,13984,17683,14157,14326,14295,13839,2402,1972,2175,2459,2399,2970,1
25641,22156,21,0,2,2,11,2,2,2,2,2,2,18149,16563,16083,14518,10838,10323,2879,2975,2429,2459,1755,1760,1
25642,22164,11,0,1,1,12,2,2,2,0,0,0,11829,12730,224,225,240,264,3592,0,0,0,0,913,1
25643,22165,11,0,2,1,13,3,4,5,4,2,2,13042,13407,13312,13250,13360,13346,4291,0,0,3011,2737,1909,1
25644,22166,20,0,1,3,26,2,2,2,2,2,2,19654,19393,19122,18658,17302,17104,4511,4453,3970,3441,3612,3372,1
25645,22167,20,0,2,2,15,2,2,2,2,2,2,19167,18344,18284,18138,17815,17545,6203,3873,3872,3849,3723,3831,1
25646,22174,5,0,2,2,23,3,4,2,2,2,2,5968,5674,5877,6191,6847,6930,0,988,969,1783,468,540,1
25647,22184,21,0,1,1,19,4,4,4,4,3,2,18607,18098,17705,17223,16407,15845,3592,4353,3240,0,2983,3937,1
25648,22188,15,0,1,1,19,2,2,2,2,2,1,17993,17426,16099,13078,13894,14280,3191,3172,2589,5535,5785,3447,1
25649,22196,3,0,2,2,9,2,1,2,2,2,2,9457,8843,9097,9774,10077,8356,6266,1225,1328,933,929,913,1
25650,22197,6,0,2,2,9,2,2,2,2,2,2,2661,3072,3343,3592,3873,4426,1143,935,1049,933,1370,726,1
25651,22205,12,0,1,1,27,4,1,1,1,1,1,490,530,539,529,407,967,260,239,305,135,806,455,1
25652,22209,16,0,1,2,16,4,4,4,4,2,2,13926,14193,14291,14215,14595,15149,4095,2435,0,4626,5020,0,1
25653,22211,10,0,1,2,16,4,4,2,2,3,3,10541,10426,10721,11697,11746,11706,0,1592,3950,1416,1684,1523,1
25654,22212,8,0,2,2,15,4,4,4,2,2,2,12163,12406,12210,12772,12849,12779,1804,0,2169,2144,1844,1760,1
25655,22229,0,0,1,2,15,3,4,5,4,2,2,4257,4738,4559,4410,4393,4670,2134,0,0,366,1026,0,1
25656,22232,5,0,2,2,22,2,2,2,2,2,2,11640,11805,12232,12543,6363,6442,1401,1659,1125,569,577,579,1
25657,22234,8,0,2,1,26,4,4,4,2,2,3,14350,14714,14567,14667,14735,14340,4187,0,2254,3689,0,2416,1
25658,22237,3,0,2,2,16,2,2,2,2,1,2,9678,9753,8906,9386,9630,8819,1143,1105,857,5543,929,908,1
25659,22238,26,0,2,2,14,2,2,2,2,2,2,20560,20181,19763,19296,1744,68,5539,4234,4304,958,1799,5841,1
25660,22242,3,0,3,2,29,4,4,2,2,2,2,13012,11677,11160,11095,10546,7404,0,1414,1941,1298,1755,5373,1
25661,22243,23,0,2,2,29,3,4,2,2,2,2,8084,7864,8118,8617,9904,10455,0,1592,1271,3441,3394,3770,1
25662,22247,2,0,2,2,32,2,2,2,2,2,2,6477,6931,5839,6400,6346,6639,1823,1592,1769,933,929,0,1
25663,22250,14,0,1,2,29,1,4,1,1,1,1,770,831,561,317,845,612,0,262,0,726,347,0,1
25664,22255,21,0,3,1,29,1,1,1,1,1,1,2569,552,561,2730,335,901,281,262,3576,0,721,3977,1
25665,22257,19,0,1,1,29,4,4,4,4,3,3,10241,10359,10615,11129,11216,11150,1526,1414,1516,1469,1370,1439,1
25666,22261,7,0,3,1,34,4,4,4,4,3,3,7425,7839,7769,8429,8323,8514,2402,0,2169,0,1844,1006,1
25667,22262,2,0,2,1,34,2,2,2,2,2,2,6382,6525,6678,7031,7022,6951,947,949,1141,617,651,630,1
25668,22264,0,0,3,2,40,2,2,2,2,2,2,3881,4042,4169,4367,4452,4325,940,871,857,181,165,166,1
25669,22270,15,0,2,1,31,4,4,4,4,3,2,17945,17900,17930,17903,17440,17243,4760,4693,4784,0,3639,3541,1
25670,22273,10,0,3,1,33,2,2,2,2,6,5,10354,11560,13551,14689,14363,14025,5147,5681,5480,0,0,0,1
25671,22275,20,0,3,2,40,2,2,1,1,1,1,2058,3611,3321,2199,335,1603,4441,4242,2825,0,1709,3597,1
25672,22277,2,0,2,2,28,2,2,2,2,1,1,6827,6971,6850,6518,574,1270,1261,927,1017,357,1218,0,1
25673,22284,2,0,3,2,34,2,2,2,2,2,2,7364,6917,6881,7442,7032,6291,1234,1105,1236,349,300,611,1
25674,22288,13,0,2,1,27,4,2,2,2,2,2,17564,17412,17369,17268,15225,14999,4041,4215,3117,2459,2478,2970,1
25675,22297,3,0,1,1,31,2,2,2,2,2,0,5732,5813,3917,3709,160,179,782,791,937,0,0,0,1
25676,22301,5,0,2,1,28,2,2,2,2,2,2,12051,12129,9533,10141,5848,5789,1469,1263,1691,482,485,517,1
25677,22304,28,0,1,1,39,1,4,4,0,1,1,575,349,136,109,1260,742,4,262,0,2491,503,1206,1
25678,22309,2,0,3,2,32,1,2,1,1,1,1,5517,5260,561,6737,1975,1437,758,262,5658,2384,1451,0,1
25679,22310,5,0,3,1,34,2,2,0,0,0,0,9594,302,316,317,335,362,0,0,0,0,0,0,1
25680,22313,5,0,2,1,33,4,4,4,4,2,2,12300,12514,12708,12601,12685,12652,2039,1504,0,1744,1940,1874,1
25681,22320,5,0,3,1,29,4,2,2,2,2,2,4303,4509,4722,5008,5069,5465,1112,1123,1326,547,1815,0,1
25682,22326,15,0,1,1,33,0,1,1,0,0,0,2515,634,115,76,517,553,356,417,0,1716,274,711,1
25683,22330,16,0,1,1,30,4,2,2,2,3,3,337,1202,1259,1831,1783,2774,877,966,2150,0,2128,0,1
25684,22339,18,0,1,1,54,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,1
25685,22346,3,0,3,1,35,3,9,8,7,5,4,9580,9441,9378,9519,9298,8970,0,0,0,0,0,0,1
25686,22348,30,0,3,1,35,0,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,1
25687,22354,5,1,2,1,6,3,4,4,4,3,3,7454,7637,7900,8250,8326,8113,1619,1592,857,933,0,1358,1
25688,22355,7,1,2,2,5,4,4,4,2,2,2,14679,14723,14579,14342,12487,12299,2772,0,2593,1719,1755,1659,1
25689,22359,3,1,2,2,1,3,4,4,1,3,3,7911,2041,193,1031,1258,573,10,0,1304,310,0,4810,1
25690,22361,8,1,1,2,8,4,4,4,4,3,3,10868,10769,11258,11544,11844,11591,0,2921,0,2699,0,2891,1
25691,22363,13,1,1,2,9,4,5,4,4,2,2,4362,4119,4259,4514,4596,4682,0,645,857,553,542,353,1
25692,22374,3,1,1,2,0,3,4,2,2,2,2,9886,9563,9813,9975,8826,9798,0,1884,5187,480,3884,538,1
25693,22382,0,1,2,2,0,4,2,2,2,1,1,4594,4067,4338,3892,845,362,1045,1414,1144,744,0,1687,1
25694,22390,2,1,2,2,1,2,2,4,4,3,3,2652,2771,1918,2368,1562,1268,3359,0,1516,0,85,0,1
25695,22391,5,1,1,2,2,4,4,4,4,3,3,11302,11316,11749,12236,12356,12379,660,2375,1769,1783,1755,0,1
25696,22393,3,1,2,2,2,4,2,2,2,2,2,8802,8984,8900,9522,9243,9227,2405,1111,1519,934,1370,1643,1
25697,22396,3,1,2,2,2,4,4,4,4,3,3,5255,5342,5173,5782,5670,5914,1240,0,2317,0,1283,0,1
25698,22401,3,1,2,2,2,2,2,2,2,2,2,7388,7532,7748,8202,8281,8278,1279,1293,1501,933,929,913,1
25699,22415,3,1,1,2,2,2,2,2,2,2,2,5760,5903,6096,6507,6654,6867,947,935,1144,651,929,913,1
25700,22421,13,1,3,2,3,2,2,2,2,2,2,17295,16745,16677,13462,13470,13457,3420,3302,2389,1826,2310,1977,1
25701,22431,23,1,2,2,3,1,1,1,0,1,2,1537,1729,316,317,2476,921,1933,0,0,3089,0,1972,1
25702,22433,8,1,2,2,4,2,2,4,4,3,2,10326,10678,10966,11427,11292,11245,3027,1592,1401,0,1529,2837,1
25703,22435,15,1,1,2,4,1,1,1,4,3,0,1939,302,696,685,335,362,0,390,0,0,0,0,1
25704,22443,14,1,2,2,3,4,4,4,2,2,2,10553,11062,11090,11715,11932,11910,3592,0,2511,2459,1755,3020,1
25705,22451,3,1,1,2,3,4,4,2,2,2,2,8129,7910,8007,8732,8804,8801,0,1592,2511,933,929,2723,1
25706,22453,21,1,3,2,4,2,2,2,2,2,2,17450,17313,17128,16536,15799,16450,4886,3541,3117,2459,5417,3385,1
25707,22454,3,1,1,2,2,4,2,2,2,2,2,8407,8537,8772,9309,9454,9870,1619,1592,1769,1378,2061,1006,1
25708,22456,5,1,3,1,2,4,2,2,2,2,2,9837,9298,5765,6226,6292,6322,1564,898,1425,701,612,756,1
25709,22458,5,1,2,2,3,4,4,4,4,3,3,10882,10708,11078,11966,11963,11653,0,2175,3575,1555,0,2417,1
25710,22460,5,1,1,2,2,3,1,4,2,2,2,214,3756,2035,3411,3468,3262,4673,0,3183,221,201,228,1
25711,22461,5,1,1,2,2,4,2,2,2,2,2,12313,12181,11881,12232,7946,6962,3127,1721,1236,393,337,701,1
25712,22474,3,1,2,2,2,2,2,2,2,2,2,9144,8777,9088,9492,9778,6480,1383,1434,857,574,312,0,1
25713,22477,8,1,3,2,6,2,2,2,2,2,2,13094,8123,8450,6162,6380,6471,1143,1592,1144,933,591,913,1
25714,22484,14,1,2,2,5,4,4,4,4,3,3,17452,17335,17303,17240,16940,16759,4041,3827,3593,3378,3325,3281,1
25715,22491,8,1,2,2,5,2,2,2,2,2,2,15110,15156,17227,13804,11415,11428,2485,3404,3519,1122,2598,1760,1
25716,22497,8,1,1,2,3,4,2,2,2,2,2,15276,15233,15217,13736,12264,12232,2485,2143,1829,1682,1576,1843,1
25717,22504,3,1,1,2,4,3,5,4,2,2,2,5807,5510,5154,4738,2962,2883,0,0,1812,0,0,0,1
25718,22506,6,1,2,2,4,2,2,2,2,2,2,10107,10240,10523,11046,11201,10714,1619,1592,1769,1783,1283,1275,1
25719,22508,2,1,1,2,3,2,2,2,2,3,2,5999,6232,6613,7321,6064,5814,1240,1592,3117,0,1370,1760,1
25720,22511,9,1,2,2,4,2,2,2,4,2,2,16772,16431,16353,15746,4745,362,3592,4772,0,196,0,4654,1
25721,22515,5,1,3,2,5,4,4,4,4,3,3,9909,10018,10290,10761,10871,10628,1526,1414,1328,1298,0,2417,1
25722,22516,14,1,1,2,6,3,1,1,1,0,0,273,1581,603,317,335,362,1669,301,0,0,0,1434,1
25723,22527,3,1,2,2,4,2,2,4,4,3,3,8082,8538,8778,9201,9044,9373,2635,1225,1049,0,1920,0,1
25724,22534,3,1,2,2,3,2,2,2,2,2,2,8095,8861,9340,9782,9135,3329,5147,1652,1049,505,0,0,1
25725,22544,8,1,2,2,5,1,1,1,1,1,1,510,552,561,317,845,362,281,262,0,726,0,0,1
25726,22547,16,1,1,2,6,3,1,2,2,2,2,273,4936,5140,4685,4594,2230,5463,5421,4582,3441,0,1155,1
25727,22568,8,1,2,1,6,3,4,4,4,3,1,2498,1333,2324,1524,335,1687,0,1765,0,0,1840,0,1
25728,22572,23,1,2,2,9,1,4,1,1,1,1,1734,1641,1610,1505,1546,1622,0,1734,1748,1764,1734,147,1
25729,22576,13,1,2,1,5,4,4,4,4,2,2,2956,3263,3130,2211,2223,1171,947,886,0,0,0,0,1
25730,22579,24,1,1,2,8,4,2,2,4,2,2,9839,9960,10652,10952,11405,11541,1619,3541,0,3011,2425,4552,1
25731,22581,24,1,3,2,7,4,4,4,2,2,2,20105,19817,19202,13916,4614,4752,5147,0,2393,456,507,262,1
25732,22593,2,1,1,2,3,4,2,2,2,2,2,6897,5984,6002,6619,6972,6159,1143,1129,1769,933,929,913,1
25733,22595,8,1,2,1,6,2,2,2,2,2,2,15048,15114,15189,11334,9689,9669,2390,1983,1437,742,1207,315,1
25734,22598,15,1,1,2,6,1,5,4,1,1,1,875,711,490,505,813,6415,0,0,306,688,5126,913,1
25735,22599,10,1,1,2,6,2,2,2,2,2,2,10771,10959,11195,11759,11800,11748,1597,1414,1800,1469,1494,1552,1
25736,22606,5,1,2,1,2,2,2,2,2,2,2,2972,3266,3513,3813,4116,4486,759,765,1049,933,929,913,1
25737,22608,7,1,3,1,9,4,4,4,4,3,3,13182,13193,13347,13516,13496,13446,2118,2103,1769,2144,2128,2039,1
25738,22611,11,1,1,2,8,2,2,2,2,2,2,16846,16769,16673,16640,16366,16158,3752,2960,3035,3011,2983,3385,1
25739,22613,2,1,2,2,6,4,4,0,0,1,1,6548,302,316,317,2628,2722,0,0,0,3294,641,0,1
25740,22619,10,1,2,2,5,4,4,2,2,2,2,15920,15650,15726,15439,11271,11076,0,2828,2055,2964,1224,475,1
25741,22628,20,1,2,2,2,2,2,0,0,0,0,13829,302,316,317,335,362,0,0,0,0,0,0,1
25742,22633,12,1,1,2,7,2,2,2,2,2,2,12596,12900,13138,13415,13408,13342,2772,3024,2849,2144,1920,1909,1
25743,22634,30,1,1,2,7,1,1,1,1,0,1,5626,3351,1256,317,335,1282,4255,1106,0,0,1240,0,1
25744,22643,14,1,1,2,7,2,2,5,4,3,2,11846,13143,13038,13209,13022,12946,5084,0,1690,0,1863,2058,1
25745,22647,8,1,3,1,4,2,1,1,1,1,1,2302,1271,316,1687,2537,362,1292,0,2045,3179,0,0,1
25746,22649,24,1,2,1,9,3,0,1,4,1,1,273,302,3479,3338,2014,3147,0,4407,21,2432,3783,0,1
25747,22650,3,1,1,1,2,4,2,2,2,2,2,8475,8566,8941,9496,9520,9598,1078,1454,1425,529,531,540,1
25748,22656,11,1,1,1,12,4,4,4,4,3,3,8179,8283,8208,8901,9048,8800,1336,0,2317,1030,0,795,1
25749,22660,14,1,2,2,5,2,2,2,2,2,3,20281,18076,18044,17797,17410,16989,5686,4429,5687,4717,0,3362,1
25750,22661,8,1,2,2,6,1,2,2,2,2,2,11402,11468,10994,11401,11444,11332,1619,1592,1425,1378,1415,1439,1
25751,22669,30,1,2,1,8,2,2,2,2,2,2,20485,20108,19804,19369,18851,18495,5419,5344,5169,4787,4746,4571,1
25752,22672,10,1,2,1,7,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,1
25753,22673,7,1,3,2,10,4,2,2,2,2,2,14344,14334,14408,14169,9977,9844,2560,2388,1891,1122,1201,1188,1
25754,22691,22,1,2,2,7,1,1,0,0,0,0,2379,302,316,317,335,362,0,0,0,0,0,0,1
25755,22696,10,1,2,2,3,5,4,4,4,3,3,15463,15194,15534,15425,15427,15315,0,4353,0,4031,2983,2555,1
25756,22698,3,1,2,2,4,2,2,2,2,2,2,7174,7253,7554,7990,8102,8078,971,984,1203,750,772,761,1
25757,22700,20,1,1,2,5,2,2,2,2,3,3,14654,14787,14940,15414,15209,14773,3592,3024,4582,2396,0,3689,1
25758,22713,13,1,2,1,13,4,4,4,4,3,3,9186,9539,9992,10319,10610,10492,2039,2375,0,2203,929,1358,1
25759,22717,12,1,2,1,23,1,1,1,1,1,1,510,302,827,512,1126,362,0,515,284,1151,0,0,1
25760,22722,15,1,3,1,24,4,4,4,2,2,2,19241,18772,18278,18007,12526,12523,4550,4,3188,5072,1755,1909,1
